Symbol,Name,Inception,Structure,Tracks This Index,Index Description,Category,Provider,Expense Ratio,Dividend,Div Yield,Market Cap (millions),Shares (millions),Avg Vol,Beta,Asset Class,Asset Class Size,Asset Class Style,Region,Basic Materials,Communication Services,Consumer Cyclical,Consumer Defensive,Energy,Financial Services,Health Care,Industrials,Real Estate,Technology,Utilities,Leveraged,Inverse,Top Holdings,Chart,,,,,,,,,,,,,
DTD,Total Dividend Fund,2006-06-16,ETF,WisdomTree Dividend Index,"The WisdomTree Dividend Index is a fundamentally-weighted index that defines the dividend-paying portion of the U.S. stock market. The Index measures the performance of US companies, listed on the NYSE, AMEX or NASDAQ Global Market, that pay regular cash dividends and that meet other liquidity and capitalization requirements established by WisdomTree.",Large Cap Value Equities,WisdomTree,0.28%,$0.14,2.25%,$391.30 ,5.9," 	24,931 ", 	0.92 ,Equity,Large-Cap,Value,North America,3.57%,6.39%,9.78%,12.47%,9.40%,12.55%,10.42%,10.94%,5.37%,12.56%,6.55%,,,click,click,,,,,,,,,,,,,
DTH,DEFA High-Yielding Equity Fund,2006-06-16,ETF,WisdomTree DEFA Equity Income Index,"The WisdomTree DEFA Equity Income Index is a fundamentally weighted Index that measures the performance of companies with high dividend yields selected from the WisdomTree DEFA Index. At the index measurement date, companies within the WisdomTree DEFA Index with market capitalizations of at least $200 million and average daily trading volumes of at least $200,000 for the prior three months are ranked by dividend yield.",Foreign Large Cap Equities,WisdomTree,0.58%,$0.35,3.87%,$281.20 ,6," 	18,938 ", 	(1.16),Equity,Large-Cap,Blend,Developed Markets,7.50%,16.38%,5.15%,6.74%,11.89%,23.31%,7.90%,8.96%,1.25%,1.21%,9.66%,,,click,click,,,,,,,,,,,,,
DTN,Dividend ex-Financials Fund,2006-06-16,ETF,WisdomTree Dividend ex-Financials index,"WisdomTree Dividend ex-Financials index measures the performance of high dividend-yielding stocks outside the financial sector. The index consists primarily of large- and mid-capitalization companies listed on major U.S. stock exchanges that pass WisdomTree Investments market capitalization, liquidity and selection requirements.",Large Cap Value Equities,WisdomTree,0.38%,$0.17,2.79%,"$1,145.10 ",16.7," 	63,567 ", 	0.89 ,Equity,Large-Cap,Value,North America,7.55%,5.91%,10.83%,12.75%,11.14%,1.44%,10.50%,11.80%,0.01%,12.70%,15.36%,,,click,click,,,,,,,,,,,,,
EAPS,Europe MSCI EAFE ESG Index ETF,2011-01-28,ETF,MSCI EAFE ESG Index,"The index consists of equity securities of issuers in Europe Middle East and the Pacific regions that meet specific environmental, social and governance criteria developed by MSCI.",Foreign Large Cap Equities,Pax World,0.55%,$0.40,2.10%,$57.20 ,2," 	10,639 ", 	1.65 ,Equity,Large-Cap,Blend,Developed Markets,7.03%,6.28%,11.58%,13.37%,4.31%,21.99%,12.76%,13.04%,2.04%,3.63%,1.13%,,,click,click,,,,,,,,,,,,,
EBND,SPDR Barclays Capital Emerging Markets Local Bond ETF,2011-02-23,ETF,Barclays Capital EM Local Currency Government Capped Index,The index tracks the fixed-rate local currency sovereign debt of emerging market countries.,Emerging Markets Bonds,State Street SPDR,0.50%,$0.13,4.93%,$173.90 ,5.9," 	79,229 ", 	(0.93),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
ECH,iShares MSCI Chile Capped ETF,2007-11-12,ETF,MSCI Chile Investable Market Index,The index measures the performance of the Chilean equity market.,Latin America Equities,iShares,0.59%,$0.03,1.44%,$365.80 ,7.8," 	255,120 ", 	(1.84),Equity,,,Latin America,7.58%,3.01%,17.17%,6.27%,0.00%,15.60%,0.00%,15.34%,3.52%,2.35%,20.38%,,,click,click,,,,,,,,,,,,,
ECNS,iShares MSCI China Small-Cap ETF,2010-09-28,ETF,MSCI China Small Cap Index,The index measures the performance of small cap Chinese equities.,China Equities,iShares,0.60%,$0.66,2.91%,$31.80 ,0.7," 	6,517 ", 	1.85 ,Equity,Small-Cap,,Emerging Asia Pacific,12.60%,0.44%,16.95%,4.65%,5.67%,1.06%,7.55%,16.57%,12.03%,15.30%,5.20%,,,click,click,,,,,,,,,,,,,
ECON,EGShares Emerging Markets Consumer,2010-09-14,ETF,Dow Jones Emerging Market Consumer Index,The index is a free-float market cap weighted index of 30 leading emerging market companies in the Consumer Goods and Consumer Services sectors.,Consumer Staples Equities,EG Shares,0.85%,$0.11,0.40%,"$1,282.20 ",48.6," 	286,181 ", 	(1.54),Equity,,,Emerging Markets,0.00%,9.79%,32.26%,55.88%,0.00%,0.00%,0.00%,2.07%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
EDC,Daily Emerging Markets Bull 3X Shares,2008-12-17,ETF,MSCI Emerging Markets Index (300%),"The MSCI Emerging Markets index is a free float-adjusted market capitalization index that is designed to measure equity market performance in the global emerging markets. As of September 30, 2007, the MSCI Emerging Markets index consisted of the following 21 emerging market country indices: Argentina, Brazil, Chile, China, Czech Republic, Egypt, Hong Kong, Hungary, India, Indonesia, Israel, Malaysia, Mexico, Peru, Philippines, Russia, South Africa, South Korea, Taiwan, Thailand and Turkey.",Leveraged Equities,Direxion,0.95%,$0.09,0.33%,$334.50 ,12.1," 	2,024,603 ", 	(5.53),Equity,Large-Cap,,Emerging Markets,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
EDEN,MSCI Denmark Capped Investable Market Index Fund,2012-01-25,ETF,MSCI Denmark IMI 25/50 Index,"The Underlying Index is designed to measure broad-based equity market performance in Denmark. A capping methodology is applied that limits the weight of any single component to a maximum of 25% of the Underlying Index. Additionally, the sum of components that individually constitute more than 5% of the weight of the Underlying Index cannot exceed a maximum of 50% of the weight of the Underlying Index in the aggregate. The Underlying Index consists of stocks traded primarily on the Danish stock exchange. Component companies include financial, health care and industrial companies. The component companies may change over time.",Europe Equities,iShares,0.53%,$0.02,0.04%,$17.80 ,0.4," 	5,675 ", 	1.44 ,Equity,Multi-Cap,Blend,Developed Europe,9.58%,3.92%,3.14%,8.35%,0.00%,16.57%,34.53%,11.88%,0.00%,3.34%,0.00%,,,click,click,,,,,,,,,,,,,
EDIV,SPDR S&P Emerging Markets Dividend ETF,2011-02-23,ETF,S&P Emerging Markets Dividend Opportunities Index,The index tracks dividend paying securities of publicly-traded companies in emerging markets.,Emerging Markets Equities,State Street SPDR,0.59%,$0.21,5.93%,$522.50 ,13.5," 	112,864 ", 	(1.63),Equity,,,Emerging Markets,13.75%,19.23%,3.53%,0.45%,7.54%,16.43%,0.00%,3.74%,2.85%,11.70%,13.31%,,,click,click,,,,,,,,,,,,,
EDV,Extended Duration Treasury ETF,2007-12-06,ETF,Barclays Capital U.S. Treasury STRIPS 20-30 Year Equal Par Bond Index,The Barclays Capital U.S. Treasury STRIPS 20-30 Year Equal Par Bond Index measures the investment return of Treasury STRIPS with maturities ranging from 20 to 30 years. A Treasury STRIP represents a single coupon or principal payment on a U.S. Treasury security that has been stripped into separately tradable components.,Government Bonds,Vanguard,0.12%,$0.59,9.47%,$114.90 ,1.3," 	30,659 ", 	(1.84),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
EDZ,Daily Emerging Markets Bear 3X Shares,2008-12-17,ETF,MSCI Emerging Markets Index (-300%),"The MSCI Emerging Markets index is a free float-adjusted market capitalization index that is designed to measure equity market performance in the global emerging markets. As of September 30, 2007, the MSCI Emerging Markets index consisted of the following 21 emerging market country indices: Argentina, Brazil, Chile, China, Czech Republic, Egypt, Hong Kong, Hungary, India, Indonesia, Israel, Malaysia, Mexico, Peru, Philippines, Russia, South Africa, South Korea, Taiwan, Thailand and Turkey.",Leveraged Equities,Direxion,0.95%,,,$92.20 ,2.2," 	427,197 ", 	(5.62),Equity,Large-Cap,,Emerging Markets,,,,,,,,,,,,3x,Yes,click,click,,,,,,,,,,,,,
EELV,S&P Emerging Markets Low Volatility Portfolio,2012-01-13,ETF,S&P BMI Emerging Markets Low Volatility Index,"The index  is designed to measure the performance of 200 of the least volatile stocks of the S&amp;P Emerging BMI plus LargeMid Cap Index. The S&amp;P Emerging BMI Plus LargeMid Cap Index includes all publicly listed equity securities with float-adjusted market values of at least $100 million and annual dollar value traded of at least $50 million from the following countries: Brazil, Chile, China, Colombia, Czech Republic, Egypt, Hungary, India, Indonesia, South Korea, Malaysia, Mexico, Morocco, Peru, Philippines, Poland, Russia, South Africa, Taiwan, Thailand and Turkey.",Emerging Markets Equities,Invesco PowerShares,0.29%,$0.18,2.48%,$224.10 ,8.2," 	51,323 ", 	(1.49),Equity,,,Emerging Markets,7.68%,9.86%,9.11%,10.72%,6.82%,30.07%,2.39%,11.83%,2.20%,2.19%,4.57%,,,click,click,,,,,,,,,,,,,
EEM,iShares MSCI Emerging Markets ETF,2003-04-07,ETF,MSCI Emerging Markets Index,The index measures the performance of the emerging market stocks.,Emerging Markets Equities,iShares,0.67%,$0.37,2.12%,"$39,921.00 ",971.6," 	61,249,064 ", 	(1.88),Equity,,,Emerging Markets,8.44%,8.59%,7.95%,8.31%,9.19%,23.04%,1.25%,5.86%,1.64%,14.44%,2.82%,,,click,click,,,,,,,,,,,,,
EEMS,iShares MSCI Emerging Markets Small-Cap ETF,2011-08-18,ETF,MSCI Emerging Markets Small Cap Index,The index measures the performance of small cap emerging market equities.,Emerging Markets Equities,iShares,0.66%,$0.74,2.23%,$32.20 ,0.7," 	8,288 ", 	(2.09),Equity,Small-Cap,Blend,Emerging Markets,8.54%,1.47%,16.14%,7.84%,2.14%,8.55%,4.98%,14.05%,11.59%,17.47%,3.03%,,,click,click,,,,,,,,,,,,,
EEMV,iShares MSCI Emerging Markets Minimum Volatility ETF,2011-10-20,ETF,MSCI Emerging Markets Minimum Volatility Index,"The index aims to re&amp;#64258;ect the performance characteristics of a minimum variance strategy applied to large and mid cap equities across 21 Emerging Markets countries. The index is calculated by optimizing the MSCI Emerging Markets Index, its parent index, for the lowest absolute risk (within a given set of constraints). Historically, the index has shown lower beta and volatility characteristics relative to the MSCI Emerging Markets Index.",Emerging Markets Equities,iShares,0.25%,$0.83,2.54%,"$2,395.30 ",41.6," 	519,192 ", 	(1.32),Equity,Large-Cap,Blend,Emerging Markets,5.12%,12.87%,5.08%,12.91%,5.66%,24.87%,6.08%,6.27%,1.49%,8.98%,5.42%,,,click,click,,,,,,,,,,,,,
EES,SmallCap Earnings Fund,2007-02-23,ETF,WisdomTree SmallCap Earnings Index,The WisdomTree SmallCap Earnings Index is a fundamentally weighted index that measures the performance of earnings-generating companies within the small-capitalization segment of the U.S. Stock Market. The index is comprised of the companies in the bottom 25% of the market capitalization of the WisdomTree Earnings Index after the 500 largest companies have been removed.,Small Cap Value Equities,WisdomTree,0.38%,$0.15,1.24%,$395.20 ,4.9," 	39,755 ", 	1.50 ,Equity,Small-Cap,Value,North America,6.55%,1.64%,19.92%,6.33%,3.83%,22.05%,5.22%,17.45%,1.42%,14.28%,1.32%,,,click,click,,,,,,,,,,,,,
EET,Ultra MSCI Emerging Markets,2009-06-02,ETF,MSCI Emerging Markets Index (200%),The index measures the performance of the emerging market stocks and is a free float-adjusted market capitalization benchmark that is designed to offer a representation of equity market performance of developing nations around the world.,Leveraged Equities,ProShares,0.95%,$0.03,0.06%,$44.60 ,0.6," 	12,322 ", 	(3.78),Equity,,,Emerging Markets,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
EEV,UltraShort MSCI Emerging Markets,2007-10-30,ETF,MSCI Emerging Markets Index (-200%),The index measures the performance of emerging market stocks. It does so by tracking double the inverse (-200%) performance of the MSCI Emerging Markets Net Total Return Index which consists of companies from around the world in a variety of developing nations.,Leveraged Equities,ProShares,0.95%,$3.71,,$48.90 ,2.4," 	201,455 ", 	(3.72),Equity,,,Emerging Markets,,,,,,,,,,,,2x,Yes,click,click,,,,,,,,,,,,,
EFA,iShares MSCI EAFE ETF,2001-08-14,ETF,MSCI EAFE Index,"The index measures the performance of equity markets in European, Australasian, and Far Eastern markets.",Foreign Large Cap Equities,iShares,0.34%,$0.55,2.56%,"$52,612.30 ",791.4," 	15,583,182 ", 	1.08 ,Equity,Large-Cap,Blend,Developed Markets,8.55%,5.29%,10.91%,11.55%,6.96%,20.77%,10.22%,10.95%,3.58%,4.74%,3.68%,,,click,click,,,,,,,,,,,,,
EFAV,iShares MSCI EAFE Minimum Volatility ETF,2011-10-20,ETF,MSCI EAFE Minimum Volatility Index,"The index aims to re&amp;#64258;ect the performance characteristics of a minimum variance strategy applied to the large and mid cap equity universe across 22 Developed Markets countries  (excluding the US and Canada). The index is calculated by optimizing the MSCI EAFE Index, its parent index, for the lowest absolute risk (within a given set of constraints). Historically, the index has shown lower beta and volatility characteristics relative to the MSCI EAFE Index.",Foreign Large Cap Equities,iShares,0.20%,$0.77,2.56%,$933.30 ,15.3," 	90,444 ", 	0.82 ,Equity,Large-Cap,Blend,Developed Markets,3.71%,10.99%,8.89%,17.07%,2.26%,12.34%,14.90%,12.12%,6.27%,1.98%,7.79%,,,click,click,,,,,,,,,,,,,
EFG,iShares MSCI EAFE Growth ETF,2005-08-01,ETF,MSCI EAFE Growth Index,"The index measures the performance of stocks in European, Australasian, and Far Eastern markets that represent growth characteristics.",Foreign Large Cap Equities,iShares,0.40%,$0.46,1.88%,"$1,724.60 ",24.4," 	80,180 ", 	1.05 ,Equity,Large-Cap,Growth,Developed Markets,8.71%,2.50%,14.88%,20.05%,2.75%,10.53%,14.05%,12.85%,3.04%,6.16%,1.46%,,,click,click,,,,,,,,,,,,,
EFNL,MSCI Finland Capped Investable Market Index Fund,2012-01-26,ETF,MSCI Finland IMI 25/50 Index,"The Underlying Index is a custom index designed to measure broad-based equity market performance in Finland. A capping methodology is applied that limits the weight of any single component to a maximum of 25% of the Underlying Index. Additionally, the sum of components that individually constitute more than 5% of the weight of the Underlying Index cannot exceed a maximum of 50% of the weight of the Underlying Index in the aggregate. The Underlying Index consists of stocks traded primarily on the Finnish stock exchange. Component companies include financial, industrial, information technology and materials companies. The component companies may change over time.",Europe Equities,iShares,0.53%,$0.01,0.03%,$15.60 ,0.5," 	7,330 ", 	1.68 ,Equity,Multi-Cap,Blend,Developed Europe,13.41%,2.83%,10.06%,2.57%,1.99%,15.53%,3.28%,27.48%,2.89%,13.47%,6.00%,,,click,click,,,,,,,,,,,,,
EFO,Ultra MSCI EAFE,2009-06-04,ETF,MSCI EAFE Index (200%),"The index measures the performance of equity markets in European, Australasian, and Far Eastern markets.",Leveraged Equities,ProShares,0.95%,$0.02,0.03%,$16.60 ,0.2," 	2,461 ", 	2.63 ,Equity,,,Developed Markets,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
EFU,UltraShort MSCI EAFE,2007-10-23,ETF,MSCI EAFE Index (-200%),"The index measures the performance of equity markets in European, Australasian, and Far Eastern markets.",Leveraged Equities,ProShares,0.95%,$24.12,,$4.80 ,0.1," 	2,705 ", 	(2.36),Equity,,,Developed Markets,,,,,,,,,,,,2x,Yes,click,click,,,,,,,,,,,,,
EFV,iShares MSCI EAFE Value ETF,2005-08-01,ETF,MSCI EAFE Value Index,"The index measures the performance of stocks in European, Australasian, and Far Eastern markets that represent value characteristics.",Foreign Large Cap Equities,iShares,0.40%,$0.71,3.22%,"$2,421.60 ",42.8," 	160,483 ", 	1.10 ,Equity,Large-Cap,Value,Developed Markets,8.56%,8.11%,6.93%,3.18%,11.31%,30.45%,6.55%,9.05%,4.22%,3.23%,6.01%,,,click,click,,,,,,,,,,,,,
EFZ,Short MSCI EAFE,2007-10-23,ETF,MSCI EAFE Index (-100%),"Short MSCI EAFE ProShares seeks daily investment results, before fees and expenses, that correspond to the inverse (opposite) of the daily performance of the MSCI EAFE Index.",Inverse Equities,ProShares,0.95%,$16.25,,$42.70 ,1.3," 	27,942 ", 	(1.13),Equity,,,Developed Markets,,,,,,,,,,,,,Yes,click,click,,,,,,,,,,,,,
EGPT,Egypt Index ETF,2010-02-16,ETF,Market Vectors Egypt Index,The Index provides exposure to publicly traded companies that are domiciled and primarily listed on an exchange in Egypt or that generate at least 50% of their revenues in Egypt.,Emerging Markets Equities,Van Eck,0.94%,$1.04,1.89%,$48.30 ,0.9," 	15,616 ", 	(2.19),Equity,Multi-Cap,,Africa,8.35%,16.47%,0.00%,0.00%,5.87%,24.07%,0.00%,0.95%,2.27%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
EIDO,MSCI Indonesia ETF,2010-05-05,ETF,MSCI Indonesia Investable Market Index,The index is a free-float adjusted market capitalization weighted index designed to measure the performance of equity securities in the top 99% by market capitalization of equity securities listed on stock exchanges in Indonesia.,Emerging Markets Equities,iShares,0.59%,$0.07,2.12%,$320.80 ,14.7," 	513,730 ", 	(2.28),Equity,,,Emerging Asia Pacific,10.99%,8.93%,15.20%,13.45%,0.67%,26.11%,2.73%,6.22%,8.68%,0.78%,4.55%,,,click,click,,,,,,,,,,,,,
